CIK,Ticker,Year,Quarter,Total Revenue,Net Income,Operating Margin,EPS,Stock Price
731766,UNH,2014,1,31708.0,1099.0,6.48,1.12,69.24
731766,UNH,2014,2,32574.0,1408.0,7.83,1.44,69.36
731766,UNH,2014,3,32759.0,1602.0,8.87,1.65,73.49
731766,UNH,2015,1,35756.0,1413.0,7.4,1.46,101.51
731766,UNH,2015,2,36263.0,1585.0,8.0,1.66,105.13
731766,UNH,2015,3,41489.0,1618.0,7.3,1.65,100.4
731766,UNH,2016,1,44527.0,1611.0,6.6,1.67,112.5
731766,UNH,2016,2,46485.0,1754.0,6.9,1.84,123.8
731766,UNH,2016,3,46293.0,1968.0,7.73,2.07,123.32
731766,UNH,2017,1,48723.0,2172.0,7.0,2.23,145.58
731766,UNH,2017,2,50053.0,2284.0,7.5,2.37,165.26
731766,UNH,2017,3,50322.0,2485.0,8.1,2.51,175.22
731766,UNH,2018,1,55188.0,2836.0,7.3,2.94,192.74
731766,UNH,2018,2,56086.0,2922.0,7.5,3.04,221.75
731766,UNH,2018,3,56556.0,3188.0,8.1,3.31,241.27
731766,UNH,2019,1,60308.0,3467.0,8.0,3.56,225.82
731766,UNH,2019,2,60595.0,3293.0,7.8,3.47,223.84
731766,UNH,2019,3,60351.0,3538.0,8.3,3.73,200.29
731766,UNH,2020,1,64421.0,3382.0,7.8,3.52,231.72
731766,UNH,2020,2,62138.0,6637.0,14.9,6.91,275.25
731766,UNH,2020,3,65115.0,3172.0,7.1,3.34,292.14
731766,UNH,2021,1,70196.0,4862.0,9.6,5.08,351.14
731766,UNH,2021,2,71321.0,4266.0,8.4,4.52,379.3
731766,UNH,2021,3,72337.0,4086.0,7.9,4.33,371.41
731766,UNH,2022,1,80149.0,5027.0,8.7,5.27,487.77
731766,UNH,2022,2,80332.0,5070.0,8.9,5.41,493.02
731766,UNH,2022,3,80894.0,5262.0,9.2,5.63,486.3
731766,UNH,2023,1,91931.0,5611.0,8.8,5.95,458.08
731766,UNH,2023,2,92903.0,5474.0,8.7,5.89,467.79
731766,UNH,2023,3,92361.0,5841.0,9.2,6.31,492.62
731766,UNH,2024,1,99796.0,-1409.0,7.9,-1.53,486.91
731766,UNH,2024,2,98855.0,4216.0,8.0,4.58,503.37
731766,UNH,2024,3,100820.0,6055.0,8.6,6.56,579.97
1403161,V,2008,1,1453.0,314.0,24.01,0.39,13.84
1403161,V,2008,3,1613.0,422.0,40.17,0.51,13.64
1403161,V,2008,4,1739.0,574.0,55.57,0.55,11.68
1403161,V,2009,1,1647.0,536.0,53.5,0.71,12.4
1403161,V,2009,2,1646.0,729.0,49.94,0.97,13.91
1403161,V,2009,4,1960.0,763.0,62.19,1.03,19.6
1403161,V,2010,1,1959.0,713.0,57.31,0.97,20.43
1403161,V,2010,2,2029.0,716.0,56.04,0.97,15.9
1403161,V,2010,4,2238.0,884.0,61.02,1.23,15.88
1403161,V,2011,1,2245.0,881.0,61.6,1.24,16.64
1403161,V,2011,2,2322.0,1005.0,57.9,1.43,19.08
1403161,V,2011,4,2547.0,1029.0,63.55,1.5,23.09
1403161,V,2012,1,2578.0,1292.0,62.27,1.92,26.88
1403161,V,2012,2,2565.0,-1839.0,-101.66,-2.74,28.22
1403161,V,2012,4,2846.0,1293.0,63.21,1.94,34.74
1403161,V,2013,1,2958.0,1270.0,62.89,1.93,39.0
1403161,V,2013,2,3001.0,1225.0,60.91,1.89,42.05
1403161,V,2013,4,3155.0,1407.0,65.8,2.21,51.43
1403161,V,2014,1,3163.0,1598.0,64.78,2.53,49.95
1403161,V,2014,2,3155.0,1360.0,64.03,2.17,48.85
1403161,V,2015,1,3382.0,1569.0,66.17,2.53,61.0
1403161,V,2015,2,3518.0,1697.0,64.28,0.69,62.73
1403161,V,2015,4,3565.0,1941.0,67.17,0.8,72.69
1403161,V,2016,1,3626.0,1707.0,67.1,0.71,71.83
1403161,V,2016,2,3630.0,412.0,11.79,0.17,69.79
1403161,V,2017,1,4461.0,2070.0,69.46,0.86,84.1
1403161,V,2017,2,4565.0,2059.0,66.23,0.87,88.9
1403161,V,2017,4,4862.0,2522.0,68.38,1.07,108.45
1403161,V,2018,1,5073.0,2605.0,65.77,1.12,113.98
1403161,V,2018,2,5240.0,2329.0,55.06,1.0,126.41
1403161,V,2018,4,5506.0,2977.0,67.5,1.3,126.34
1403161,V,2019,1,5494.0,2977.0,66.27,1.31,149.82
1403161,V,2019,2,5840.0,3101.0,66.92,1.37,166.73
1403161,V,2019,4,6054.0,3272.0,66.33,1.46,181.07
1403161,V,2020,1,5854.0,3084.0,67.06,1.39,155.49
1403161,V,2020,2,4837.0,2373.0,61.98,1.07,186.73
1403161,V,2020,4,5687.0,3126.0,67.59,1.42,212.08
1403161,V,2021,1,5729.0,3026.0,62.53,1.38,205.61
1403161,V,2021,2,6130.0,2575.0,66.28,1.18,227.4
1403161,V,2021,4,7059.0,3959.0,67.64,1.83,211.41
1403161,V,2022,1,7189.0,3647.0,66.79,1.7,216.7
1403161,V,2022,2,7275.0,3411.0,57.0,1.6,192.76
1403161,V,2022,4,7936.0,4179.0,64.17,1.99,204.22
1403161,V,2023,1,7985.0,4257.0,66.79,2.04,222.05
1403161,V,2023,2,8123.0,4156.0,61.84,2.0,234.34
1403161,V,2023,4,8634.0,4890.0,69.0,2.39,257.94
1403161,V,2024,1,8775.0,4663.0,61.0,2.29,277.01
1403161,V,2024,2,8900.0,4872.0,66.67,2.4,261.01
1403161,V,2025,1,9510.0,5119.0,65.5,2.58,350.46
34088,XOM,2001,2,56184.0,4460.0,12.24,0.66,20.41
34088,XOM,2001,3,52113.0,3180.0,10.06,0.46,18.52
34088,XOM,2002,1,43531.0,2090.0,7.72,0.3,20.84
34088,XOM,2002,2,50909.0,2640.0,8.43,0.4,19.57
34088,XOM,2002,3,54182.0,2640.0,8.3,0.39,15.36
34088,XOM,2003,1,63780.0,7040.0,10.17,1.05,17.05
34088,XOM,2003,2,57165.0,4170.0,7.3,0.63,17.64
34088,XOM,2003,3,59841.0,3650.0,9.97,0.55,18.11
34088,XOM,2004,1,67602.0,5440.0,13.25,0.83,20.85
34088,XOM,2004,2,70693.0,5790.0,13.41,0.89,22.41
34088,XOM,2004,3,76375.0,5680.0,12.48,0.88,24.53
34088,XOM,2005,1,82051.0,7860.0,15.73,1.23,30.56
34088,XOM,2005,3,100717.0,9920.0,15.93,1.6,32.91
34088,XOM,2006,1,88980.0,8400.0,17.36,1.38,31.85
34088,XOM,2006,2,99034.0,10360.0,18.38,1.74,32.27
34088,XOM,2006,3,99593.0,10490.0,18.53,1.79,35.46
34088,XOM,2007,1,87223.0,9280.0,15.58,1.62,40.21
34088,XOM,2007,2,98350.0,10260.0,18.23,1.85,44.9
34088,XOM,2008,1,116854.0,10890.0,17.29,2.05,45.83
34088,XOM,2008,2,138072.0,11680.0,16.09,2.25,47.96
34088,XOM,2008,3,137737.0,14830.0,18.98,2.89,42.48
34088,XOM,2009,1,64028.0,4550.0,12.25,0.92,37.66
34088,XOM,2009,2,74457.0,3950.0,10.09,0.82,38.89
34088,XOM,2009,3,82260.0,4730.0,11.19,0.98,38.4
34088,XOM,2010,1,90251.0,6300.0,13.43,1.33,37.95
34088,XOM,2010,2,92486.0,7560.0,13.73,1.61,32.55
34088,XOM,2010,3,95298.0,7350.0,13.55,1.44,35.5
34088,XOM,2011,1,114004.0,10650.0,16.59,2.14,48.89
34088,XOM,2011,2,125486.0,10680.0,14.83,2.19,47.56
34088,XOM,2011,3,125330.0,10330.0,15.0,2.13,42.73
34088,XOM,2012,1,124053.0,9450.0,14.12,2.0,51.61
34088,XOM,2012,2,127363.0,15910.0,20.57,3.41,51.27
34088,XOM,2012,3,115706.0,9570.0,14.97,2.09,55.15
34088,XOM,2013,1,108807.0,9500.0,14.75,2.12,55.03
34088,XOM,2013,2,106469.0,6860.0,12.0,1.55,55.56
34088,XOM,2014,1,106773.0,9100.0,14.26,2.1,61.32
34088,XOM,2014,2,111647.0,8780.0,12.67,2.05,63.64
34088,XOM,2014,3,107490.0,8070.0,12.47,1.89,59.86
34088,XOM,2015,1,67618.0,4940.0,9.94,1.17,54.9
34088,XOM,2015,2,74113.0,4190.0,9.5,1.0,54.18
34088,XOM,2015,3,67344.0,4240.0,8.54,1.01,48.87
34088,XOM,2016,2,57694.0,1700.0,4.15,0.41,63.25
34088,XOM,2016,3,58677.0,2650.0,5.5,0.63,59.39
34088,XOM,2017,1,63287.0,4010.0,6.09,0.95,56.81
34088,XOM,2017,2,60825.0,3350.0,6.83,0.78,56.45
34088,XOM,2017,3,66165.0,3970.0,8.44,0.93,57.88
34088,XOM,2018,1,68211.0,4650.0,7.13,1.09,53.71
34088,XOM,2018,2,73501.0,3950.0,9.06,0.92,60.16
34088,XOM,2018,3,76605.0,6240.0,11.85,1.46,62.46
34088,XOM,2019,1,63625.0,2350.0,6.74,0.55,60.63
34088,XOM,2019,3,65049.0,3170.0,7.81,0.75,54.26
34088,XOM,2020,1,56158.0,-610.0,-0.46,-0.14,29.95
34088,XOM,2020,2,32605.0,-1080.0,-5.03,-0.26,35.96
34088,XOM,2020,3,46199.0,-680.0,-0.8,-0.15,28.15
34088,XOM,2021,1,59147.0,2730.0,6.51,0.64,47.68
34088,XOM,2021,2,67742.0,4690.0,9.32,1.1,54.66
34088,XOM,2021,3,73786.0,6750.0,13.02,1.57,51.74
34088,XOM,2022,1,90500.0,5480.0,9.45,1.28,74.44
34088,XOM,2022,2,115681.0,17850.0,21.52,4.21,77.98
34088,XOM,2022,3,112070.0,19660.0,22.69,4.68,80.27
34088,XOM,2023,1,86644.0,11430.0,19.41,2.79,102.41
34088,XOM,2023,2,82914.0,7880.0,14.04,1.94,101.03
34088,XOM,2023,3,90760.0,9070.0,15.1,2.25,111.67
34088,XOM,2024,1,83083.0,8220.0,14.88,2.06,112.44
34088,XOM,2024,2,93060.0,9240.0,14.68,2.14,112.27
34088,XOM,2024,3,90016.0,8610.0,14.47,1.92,115.23
